periodConcept,Relation,ConceptLevel,Start Age£¨Ma£©,Bottom Time Uncertainty(Ma),End Age(Ma),Top Time Uncertainty(Ma),Version,positionCoding,Part of,Labal,Publication_year,
Siderian,inScheme,Period,2500,unspecified,2300,unspecified,ICS2005,05_32_33_44,HistoryOfEarth,SiderianICS2005,2005,
Rhyacian,inScheme,Period,2300,unspecified,2050,unspecified,ICS2005,05_32_33_43,HistoryOfEarth,RhyacianICS2005,2005,
Orosirian,inScheme,Period,2050,unspecified,1800,unspecified,ICS2005,05_32_33_42,HistoryOfEarth,OrosirianICS2005,2005,
Statherian,inScheme,Period,1800,unspecified,1600,unspecified,ICS2005,05_32_33_41,HistoryOfEarth,StatherianICS2005,2005,
Mesoproterozoic,inScheme,Era,1600,unspecified,1000,unspecified,ICS2005,05_32_32,HistoryOfEarth,MesoproterozoicICS2005,2005,
Calymmian,inScheme,Period,1600,unspecified,1400,unspecified,ICS2005,05_32_32_33,HistoryOfEarth,CalymmianICS2005,2005,
Ectasian,inScheme,Period,1400,unspecified,1200,unspecified,ICS2005,05_32_32_32,HistoryOfEarth,EctasianICS2005,2005,
Stenian,inScheme,Period,1200,unspecified,1000,unspecified,ICS2005,05_32_32_31,HistoryOfEarth,StenianICS2005,2005,
Neoproterozoic,inScheme,Era,1000,unspecified,542,1,ICS2005,05_32_31,HistoryOfEarth,NeoproterozoicICS2005,2005,
Tonian,inScheme,Period,1000,unspecified,850,unspecified,ICS2005,05_32_31_33,HistoryOfEarth,TonianICS2005,2005,
Cryogenian,inScheme,Period,850,unspecified,~630,unspecified,ICS2005,05_32_31_32,HistoryOfEarth,CryogenianICS2005,2005,
Ediacaran,inScheme,Period,~630,unspecified,542,1,ICS2005,05_32_31_31,HistoryOfEarth,EdiacaranICS2005,2005,
Paleozoic,inScheme,Era,542,1,251,0.4,ICS2005,05_31_33,HistoryOfEarth,PaleozoicICS2005,2005,
Cambrian,inScheme,Period,542,1,488.3,1.7,ICS2005,05_31_33_66,HistoryOfEarth,CambrianICS2005,2005,
CambrianLowerSeries,inScheme,Epoch,542,1,unspecified,unspecified,ICS2005,05_31_33_66_44,HistoryOfEarth,CambrianLowerSeriesICS2005,2005,
CambrianStage1,inScheme,Age,542,1,unspecified,unspecified,ICS2005,05_31_33_66_44_22,HistoryOfEarth,CambrianStage1ICS2005,2005,
CambrianStage2,inScheme,Age,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_44_21,HistoryOfEarth,CambrianStage2ICS2005,2005,
CambrianSeries2,inScheme,Epoch,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_43,HistoryOfEarth,CambrianSeries2ICS2005,2005,
CambrianStage3,inScheme,Age,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_43_22,HistoryOfEarth,CambrianStage3ICS2005,2005,
CambrianStage4,inScheme,Age,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_43_21,HistoryOfEarth,CambrianStage4ICS2005,2005,
CambrianSeries3,inScheme,Epoch,unspecified,unspecified,501,2,ICS2005,05_31_33_66_42,HistoryOfEarth,CambrianSeries3ICS2005,2005,
CambrianStage5,inScheme,Age,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_42_33,HistoryOfEarth,CambrianStage5ICS2005,2005,
CambrianStage6,inScheme,Age,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_42_32,HistoryOfEarth,CambrianStage6ICS2005,2005,
CambrianStage7,inScheme,Age,unspecified,unspecified,501,2,ICS2005,05_31_33_66_42_31,HistoryOfEarth,CambrianStage7ICS2005,2005,
Furongian,inScheme,Epoch,501,2,488.3,1.7,ICS2005,05_31_33_66_41,HistoryOfEarth,FurongianICS2005,2005,
Paibian,inScheme,Age,501,2,unspecified,unspecified,ICS2005,05_31_33_66_41_33,HistoryOfEarth,PaibianICS2005,2005,
CambrianStage9,inScheme,Age,unspecified,unspecified,unspecified,unspecified,ICS2005,05_31_33_66_41_32,HistoryOfEarth,CambrianStage9ICS2005,2005,
CambrianStage10,inScheme,Age,unspecified,unspecified,488.3,1.7,ICS2005,05_31_33_66_41_31,HistoryOfEarth,CambrianStage10ICS2005,2005,
Ordovician,inScheme,Period,488.3,1.7,443.7,1.5,ICS2005,05_31_33_65,HistoryOfEarth,OrdovicianICS2005,2005,
LowerOrdovician,inScheme,Epoch,488.3,1.7,471.8,1.6,ICS2005,05_31_33_65_33,HistoryOfEarth,LowerOrdovicianICS2005,2005,
Tremadocian,inScheme,Age,488.3,1.7,478.6,1.7,ICS2005,05_31_33_65_33_22,HistoryOfEarth,TremadocianICS2005,2005,
OrdovicianStage2,inScheme,Age,478.6,1.7,471.8,1.6,ICS2005,05_31_33_65_33_21,HistoryOfEarth,OrdovicianStage2ICS2005,2005,
MiddleOrdovician,inScheme,Epoch,471.8,1.6,460.9,1.6,ICS2005,05_31_33_65_32,HistoryOfEarth,MiddleOrdovicianICS2005,2005,
OrdovicianStage3,inScheme,Age,471.8,1.6,468.1,1.6,ICS2005,05_31_33_65_32_22,HistoryOfEarth,OrdovicianStage3ICS2005,2005,
Darriwilian,inScheme,Age,468.1,1.6,460.9,1.6,ICS2005,05_31_33_65_32_21,HistoryOfEarth,DarriwilianICS2005,2005,
UpperOrdovician,inScheme,Epoch,460.9,1.6,443.7,1.5,ICS2005,05_31_33_65_31,HistoryOfEarth,UpperOrdovicianICS2005,2005,
OrdovicianStage5,inScheme,Age,460.9,1.6,455.8,1.6,ICS2005,05_31_33_65_31_33,HistoryOfEarth,OrdovicianStage5ICS2005,2005,
OrdovicianStage6,inScheme,Age,455.8,1.6,445.6,1.5,ICS2005,05_31_33_65_31_32,HistoryOfEarth,OrdovicianStage6ICS2005,2005,
Hirnantian,inScheme,Age,445.6,1.5,443.7,1.5,ICS2005,05_31_33_65_31_31,HistoryOfEarth,HirnantianICS2005,2005,
Silurian,inScheme,Period,443.7,1.5,416,2.8,ICS2005,05_31_33_64,HistoryOfEarth,SilurianICS2005,2005,
Llandovery,inScheme,Epoch,443.7,1.5,428.2,2.3,ICS2005,05_31_33_64_44,HistoryOfEarth,LlandoveryICS2005,2005,
Rhuddanian,inScheme,Age,443.7,1.5,439,1.8,ICS2005,05_31_33_64_44_33,HistoryOfEarth,RhuddanianICS2005,2005,
Aeronian,inScheme,Age,439,1.8,436,1.9,ICS2005,05_31_33_64_44_32,HistoryOfEarth,AeronianICS2005,2005,
Telychian,inScheme,Age,436,1.9,428.2,2.3,ICS2005,05_31_33_64_44_31,HistoryOfEarth,TelychianICS2005,2005,
Wenlock,inScheme,Epoch,428.2,2.3,422.9,2.5,ICS2005,05_31_33_64_43,HistoryOfEarth,WenlockICS2005,2005,
Sheinwoodian,inScheme,Age,428.2,2.3,426.2,2.4,ICS2005,05_31_33_64_43_22,HistoryOfEarth,SheinwoodianICS2005,2005,
Homerian,inScheme,Age,426.2,2.4,422.9,2.5,ICS2005,05_31_33_64_43_21,HistoryOfEarth,HomerianICS2005,2005,
Ludlow,inScheme,Epoch,422.9,2.5,418.7,2.7,ICS2005,05_31_33_64_42,HistoryOfEarth,LudlowICS2005,2005,
Gorstian,inScheme,Age,422.9,2.5,421.3,2.6,ICS2005,05_31_33_64_42_22,HistoryOfEarth,GorstianICS2005,2005,
Ludfordian,inScheme,Age,421.3,2.6,418.7,2.7,ICS2005,05_31_33_64_42_21,HistoryOfEarth,LudfordianICS2005,2005,
Pridoli,inScheme,Epoch,418.7,2.7,416,2.8,ICS2005,05_31_33_64_41,HistoryOfEarth,PridoliICS2005,2005,
PridoliUnname,inScheme,Age,418.7,2.7,416,2.8,ICS2005,05_31_33_64_41_11,HistoryOfEarth,PridoliUnnameICS2005,2005,
Devonian,inScheme,Period,416,2.8,359.2,2.5,ICS2005,05_31_33_63,HistoryOfEarth,DevonianICS2005,2005,
LowerDevonian,inScheme,Epoch,416,2.8,397.5,2.7,ICS2005,05_31_33_63_33,HistoryOfEarth,LowerDevonianICS2005,2005,
Lochkovian,inScheme,Age,416,2.8,411.2,2.8,ICS2005,05_31_33_63_33_33,HistoryOfEarth,LochkovianICS2005,2005,
Pragian,inScheme,Age,411.2,2.8,407,2.8,ICS2005,05_31_33_63_33_32,HistoryOfEarth,PragianICS2005,2005,
Emsian,inScheme,Age,407,2.8,397.5,2.7,ICS2005,05_31_33_63_33_31,HistoryOfEarth,EmsianICS2005,2005,
MiddleDevonian,inScheme,Epoch,397.5,2.7,385.3,2.6,ICS2005,05_31_33_63_32,HistoryOfEarth,MiddleDevonianICS2005,2005,
Eifelian,inScheme,Age,397.5,2.7,391.8,2.7,ICS2005,05_31_33_63_32_22,HistoryOfEarth,EifelianICS2005,2005,
Givetian,inScheme,Age,391.8,2.7,385.3,2.6,ICS2005,05_31_33_63_32_21,HistoryOfEarth,GivetianICS2005,2005,
UpperDevonian,inScheme,Epoch,385.3,2.6,359.2,2.5,ICS2005,05_31_33_63_31,HistoryOfEarth,UpperDevonianICS2005,2005,
Frasnian,inScheme,Age,385.3,2.6,374.5,2.6,ICS2005,05_31_33_63_31_22,HistoryOfEarth,FrasnianICS2005,2005,
Famennian,inScheme,Age,374.5,2.6,359.2,2.5,ICS2005,05_31_33_63_31_21,HistoryOfEarth,FamennianICS2005,2005,
Carboniferous,inScheme,Period,359.2,2.5,299,0.8,ICS2005,05_31_33_62,HistoryOfEarth,CarboniferousICS2005,2005,
Mississippian,inScheme,Epoch,359.2,2.5,318.1,1.3,ICS2005,05_31_33_62_(22),HistoryOfEarth,MississippianICS2005,2005,
LowerMississippian,inScheme,SubEpoch,359.2,2.5,345.3,2.1,ICS2005,05_31_33_62_(22)_33,HistoryOfEarth,LowerMississippianICS2005,2005,
Tournaisian,inScheme,Age,359.2,2.5,345.3,2.1,ICS2005,05_31_33_62_(22)_33_11,HistoryOfEarth,TournaisianICS2005,2005,
MiddleMississippian,inScheme,SubEpoch,345.3,2.1,326.4,1.6,ICS2005,05_31_33_62_(22)_32,HistoryOfEarth,MiddleMississippianICS2005,2005,
Visean,inScheme,Age,345.3,2.1,326.4,1.6,ICS2005,05_31_33_62_(22)_32_11,HistoryOfEarth,ViseanICS2005,2005,
UpperMississippian,inScheme,SubEpoch,326.4,1.6,318.1,1.3,ICS2005,05_31_33_62_(22)_31,HistoryOfEarth,UpperMississippianICS2005,2005,
Serpukhovian,inScheme,Age,326.4,1.6,318.1,1.3,ICS2005,05_31_33_62_(22)_31_11,HistoryOfEarth,SerpukhovianICS2005,2005,
Pennsylvanian,inScheme,Epoch,318.1,1.3,299,0.8,ICS2005,05_31_33_62_(21),HistoryOfEarth,PennsylvanianICS2005,2005,
LowerPennsylvanian,inScheme,SubEpoch,318.1,1.3,311.7,1.1,ICS2005,05_31_33_62_(21)_33,HistoryOfEarth,LowerPennsylvanianICS2005,2005,
Bashkirian,inScheme,Age,318.1,1.3,311.7,1.1,ICS2005,05_31_33_62_(21)_33_11,HistoryOfEarth,BashkirianICS2005,2005,
MiddlePennsylvanian,inScheme,SubEpoch,311.7,1.1,306.5,1,ICS2005,05_31_33_62_(21)_32,HistoryOfEarth,MiddlePennsylvanianICS2005,2005,
Moscovian,inScheme,Age,311.7,1.1,306.5,1,ICS2005,05_31_33_62_(21)_32_11,HistoryOfEarth,MoscovianICS2005,2005,
UpperPennsylvanian,inScheme,SubEpoch,306.5,1,299,0.8,ICS2005,05_31_33_62_(21)_31,HistoryOfEarth,UpperPennsylvanianICS2005,2005,
Kasimovian,inScheme,Age,306.5,1,303.9,0.9,ICS2005,05_31_33_62_(21)_31_22,HistoryOfEarth,KasimovianICS2005,2005,
Gzhelian,inScheme,Age,303.9,0.9,299,0.8,ICS2005,05_31_33_62_(21)_31_21,HistoryOfEarth,GzhelianICS2005,2005,
Permian,inScheme,Period,299,0.8,251,0.4,ICS2005,05_31_33_61,HistoryOfEarth,PermianICS2005,2005,
Cisuralian,inScheme,Epoch,299,0.8,270.6,0.7,ICS2005,05_31_33_61_33,HistoryOfEarth,CisuralianICS2005,2005,
Asselian,inScheme,Age,299,0.8,294.6,0.8,ICS2005,05_31_33_61_33_44,HistoryOfEarth,AsselianICS2005,2005,
Sakmarian,inScheme,Age,294.6,0.8,284.4,0.7,ICS2005,05_31_33_61_33_43,HistoryOfEarth,SakmarianICS2005,2005,
Artinskian,inScheme,Age,284.4,0.7,275.6,0.7,ICS2005,05_31_33_61_33_42,HistoryOfEarth,ArtinskianICS2005,2005,
Kungurian,inScheme,Age,275.6,0.7,270.6,0.7,ICS2005,05_31_33_61_33_41,HistoryOfEarth,KungurianICS2005,2005,
Guadalupian,inScheme,Epoch,270.6,0.7,260.4,0.7,ICS2005,05_31_33_61_32,HistoryOfEarth,GuadalupianICS2005,2005,
Roadian,inScheme,Age,270.6,0.7,268,0.7,ICS2005,05_31_33_61_32_33,HistoryOfEarth,RoadianICS2005,2005,
Wordian,inScheme,Age,268,0.7,265.8,0.7,ICS2005,05_31_33_61_32_32,HistoryOfEarth,WordianICS2005,2005,
Capitanian,inScheme,Age,265.8,0.7,260.4,0.7,ICS2005,05_31_33_61_32_31,HistoryOfEarth,CapitanianICS2005,2005,
Lopingian,inScheme,Epoch,260.4,0.7,251,0.4,ICS2005,05_31_33_61_31,HistoryOfEarth,LopingianICS2005,2005,
Wuchiapingian,inScheme,Age,260.4,0.7,253.8,0.7,ICS2005,05_31_33_61_31_22,HistoryOfEarth,WuchiapingianICS2005,2005,
Changhsingian,inScheme,Age,253.8,0.7,251,0.4,ICS2005,05_31_33_61_31_21,HistoryOfEarth,ChanghsingianICS2005,2005,
Mesozoic,inScheme,Era,251,0.4,65.5,0.3,ICS2005,05_31_32,HistoryOfEarth,MesozoicICS2005,2005,
Triassic,inScheme,Period,251,0.4,199.6,0.6,ICS2005,05_31_32_33,HistoryOfEarth,TriassicICS2005,2005,
LowerTriassic,inScheme,Epoch,251,0.4,245,1.5,ICS2005,05_31_32_33_33,HistoryOfEarth,LowerTriassicICS2005,2005,
Induan,inScheme,Age,251,0.4,249.7,0.7,ICS2005,05_31_32_33_33_22,HistoryOfEarth,InduanICS2005,2005,
Olenekian,inScheme,Age,249.7,0.7,245,1.5,ICS2005,05_31_32_33_33_21,HistoryOfEarth,OlenekianICS2005,2005,
MiddleTriassic,inScheme,Epoch,245,1.5,228,2,ICS2005,05_31_32_33_32,HistoryOfEarth,MiddleTriassicICS2005,2005,
Anisian,inScheme,Age,245,1.5,237,2,ICS2005,05_31_32_33_32_22,HistoryOfEarth,AnisianICS2005,2005,
Ladinian,inScheme,Age,237,2,228,2,ICS2005,05_31_32_33_32_21,HistoryOfEarth,LadinianICS2005,2005,
UpperTriassic,inScheme,Epoch,228,2,199.6,0.6,ICS2005,05_31_32_33_31,HistoryOfEarth,UpperTriassicICS2005,2005,
Carnian,inScheme,Age,228,2,216.5,2,ICS2005,05_31_32_33_31_33,HistoryOfEarth,CarnianICS2005,2005,
Norian,inScheme,Age,216.5,2,203.6,1.5,ICS2005,05_31_32_33_31_32,HistoryOfEarth,NorianICS2005,2005,
Rhaetian,inScheme,Age,203.6,1.5,199.6,0.6,ICS2005,05_31_32_33_31_31,HistoryOfEarth,RhaetianICS2005,2005,
Jurassic,inScheme,Period,199.6,0.6,145.5,4,ICS2005,05_31_32_32,HistoryOfEarth,JurassicICS2005,2005,
LowerJurassic,inScheme,Epoch,199.6,0.6,175.6,2,ICS2005,05_31_32_32_33,HistoryOfEarth,LowerJurassicICS2005,2005,
Hettangian,inScheme,Age,199.6,0.6,196.5,1,ICS2005,05_31_32_32_33_44,HistoryOfEarth,HettangianICS2005,2005,
Sinemurian,inScheme,Age,196.5,1,189.6,1.5,ICS2005,05_31_32_32_33_43,HistoryOfEarth,SinemurianICS2005,2005,
Pliensbachian,inScheme,Age,189.6,1.5,183,1.5,ICS2005,05_31_32_32_33_42,HistoryOfEarth,PliensbachianICS2005,2005,
Toarcian,inScheme,Age,183,1.5,175.6,2,ICS2005,05_31_32_32_33_41,HistoryOfEarth,ToarcianICS2005,2005,
MiddleJurassic,inScheme,Epoch,175.6,2,161.2,4,ICS2005,05_31_32_32_32,HistoryOfEarth,MiddleJurassicICS2005,2005,
Aalenian,inScheme,Age,175.6,2,171.6,3,ICS2005,05_31_32_32_32_44,HistoryOfEarth,AalenianICS2005,2005,
Bajocian,inScheme,Age,171.6,3,167.7,3.5,ICS2005,05_31_32_32_32_43,HistoryOfEarth,BajocianICS2005,2005,
Bathonian,inScheme,Age,167.7,3.5,164.7,4,ICS2005,05_31_32_32_32_42,HistoryOfEarth,BathonianICS2005,2005,
Callovian,inScheme,Age,164.7,4,161.2,4,ICS2005,05_31_32_32_32_41,HistoryOfEarth,CallovianICS2005,2005,
UpperJurassic,inScheme,Epoch,161.2,4,145.5,4,ICS2005,05_31_32_32_31,HistoryOfEarth,UpperJurassicICS2005,2005,
Oxfordian,inScheme,Age,161.2,4,155.7,4,ICS2005,05_31_32_32_31_33,HistoryOfEarth,OxfordianICS2005,2005,
Kimmeridgian,inScheme,Age,155.7,4,150.8,0.4,ICS2005,05_31_32_32_31_32,HistoryOfEarth,KimmeridgianICS2005,2005,
Tithonian,inScheme,Age,150.8,0.4,145.5,4,ICS2005,05_31_32_32_31_31,HistoryOfEarth,TithonianICS2005,2005,
Cretaceous,inScheme,Period,145.5,4,65.5,0.3,ICS2005,05_31_32_31,HistoryOfEarth,CretaceousICS2005,2005,
LowerCretaceous,inScheme,Epoch,145.5,4,99.6,0.9,ICS2005,05_31_32_31_22,HistoryOfEarth,LowerCretaceousICS2005,2005,
Berriasian,inScheme,Age,145.5,4,140.2,3,ICS2005,05_31_32_31_22_66,HistoryOfEarth,BerriasianICS2005,2005,
Valanginian,inScheme,Age,140.2,3,136.4,2,ICS2005,05_31_32_31_22_65,HistoryOfEarth,ValanginianICS2005,2005,
Hauterivian,inScheme,Age,136.4,2,130,1.5,ICS2005,05_31_32_31_22_64,HistoryOfEarth,HauterivianICS2005,2005,
Barremian,inScheme,Age,130,1.5,125,1,ICS2005,05_31_32_31_22_63,HistoryOfEarth,BarremianICS2005,2005,
Aptian,inScheme,Age,125,1,112,1,ICS2005,05_31_32_31_22_62,HistoryOfEarth,AptianICS2005,2005,
Albian,inScheme,Age,112,1,99.6,0.9,ICS2005,05_31_32_31_22_61,HistoryOfEarth,AlbianICS2005,2005,
UpperCretaceous,inScheme,Epoch,99.6,0.9,65.5,0.3,ICS2005,05_31_32_31_21,HistoryOfEarth,UpperCretaceousICS2005,2005,
Cenomanian,inScheme,Age,99.6,0.9,93.5,0.8,ICS2005,05_31_32_31_21_66,HistoryOfEarth,CenomanianICS2005,2005,
Turonian,inScheme,Age,93.5,0.8,89.3,1,ICS2005,05_31_32_31_21_65,HistoryOfEarth,TuronianICS2005,2005,
Coniacian,inScheme,Age,89.3,1,85.8,0.7,ICS2005,05_31_32_31_21_64,HistoryOfEarth,ConiacianICS2005,2005,
Santonian,inScheme,Age,85.8,0.7,83.5,0.7,ICS2005,05_31_32_31_21_63,HistoryOfEarth,SantonianICS2005,2005,
Campanian,inScheme,Age,83.5,0.7,70.6,0.6,ICS2005,05_31_32_31_21_62,HistoryOfEarth,CampanianICS2005,2005,
Maastrichtian,inScheme,Age,70.6,0.6,65.5,0.3,ICS2005,05_31_32_31_21_61,HistoryOfEarth,MaastrichtianICS2005,2005,
Cenozoic,inScheme,Era,65.5,0.3,0,0,ICS2005,05_31_31,HistoryOfEarth,CenozoicICS2005,2005,
Paleogene,inScheme,Period,65.5,0.3,23.03,unspecified,ICS2005,05_31_31_22,HistoryOfEarth,PaleogeneICS2005,2005,
Paleocene,inScheme,Epoch,65.5,0.3,55.8,0.2,ICS2005,05_31_31_22_33,HistoryOfEarth,PaleoceneICS2005,2005,
Danian,inScheme,Age,65.5,0.3,61.7,0.2,ICS2005,05_31_31_22_33_33,HistoryOfEarth,DanianICS2005,2005,
Selandian,inScheme,Age,61.7,0.2,58.7,0.2,ICS2005,05_31_31_22_33_32,HistoryOfEarth,SelandianICS2005,2005,
Thanetian,inScheme,Age,58.7,0.2,55.8,0.2,ICS2005,05_31_31_22_33_31,HistoryOfEarth,ThanetianICS2005,2005,
Eocene,inScheme,Epoch,55.8,0.2,33.9,0.1,ICS2005,05_31_31_22_32,HistoryOfEarth,EoceneICS2005,2005,
Ypresian,inScheme,Age,55.8,0.2,48.6,0.2,ICS2005,05_31_31_22_32_44,HistoryOfEarth,YpresianICS2005,2005,
Lutetian,inScheme,Age,48.6,0.2,40.4,0.2,ICS2005,05_31_31_22_32_43,HistoryOfEarth,LutetianICS2005,2005,
Bartonian,inScheme,Age,40.4,0.2,37.2,0.1,ICS2005,05_31_31_22_32_42,HistoryOfEarth,BartonianICS2005,2005,
Priabonian,inScheme,Age,37.2,0.1,33.9,0.1,ICS2005,05_31_31_22_32_41,HistoryOfEarth,PriabonianICS2005,2005,
Oligocene,inScheme,Epoch,33.9,0.1,23.03,unspecified,ICS2005,05_31_31_22_31,HistoryOfEarth,OligoceneICS2005,2005,
Rupelian,inScheme,Age,33.9,0.1,28.4,0.1,ICS2005,05_31_31_22_31_22,HistoryOfEarth,RupelianICS2005,2005,
Chattian,inScheme,Age,28.4,0.1,23.03,unspecified,ICS2005,05_31_31_22_31_21,HistoryOfEarth,ChattianICS2005,2005,
Neogene,inScheme,Period,23.03,unspecified,0,unspecified,ICS2005,05_31_31_21,HistoryOfEarth,NeogeneICS2005,2005,
Miocene,inScheme,Epoch,23.03,unspecified,5.332,unspecified,ICS2005,05_31_31_21_44,HistoryOfEarth,MioceneICS2005,2005,
Aquitanian,inScheme,Age,23.03,unspecified,20.43,unspecified,ICS2005,05_31_31_21_44_66,HistoryOfEarth,AquitanianICS2005,2005,
Burdigalian,inScheme,Age,20.43,unspecified,15.97,unspecified,ICS2005,05_31_31_21_44_65,HistoryOfEarth,BurdigalianICS2005,2005,
Langhian,inScheme,Age,15.97,unspecified,13.65,unspecified,ICS2005,05_31_31_21_44_64,HistoryOfEarth,LanghianICS2005,2005,
Serravallian,inScheme,Age,13.65,unspecified,11.608,unspecified,ICS2005,05_31_31_21_44_63,HistoryOfEarth,SerravallianICS2005,2005,
Tortonian,inScheme,Age,11.608,unspecified,7.246,unspecified,ICS2005,05_31_31_21_44_62,HistoryOfEarth,TortonianICS2005,2005,
Messinian,inScheme,Age,7.246,unspecified,5.332,unspecified,ICS2005,05_31_31_21_44_61,HistoryOfEarth,MessinianICS2005,2005,
Pliocene,inScheme,Epoch,5.332,unspecified,1.806,unspecified,ICS2005,05_31_31_21_43,HistoryOfEarth,PlioceneICS2005,2005,
Zanclean,inScheme,Age,5.332,unspecified,3.6,unspecified,ICS2005,05_31_31_21_43_33,HistoryOfEarth,ZancleanICS2005,2005,
Piacenzian,inScheme,Age,3.6,unspecified,2.588,unspecified,ICS2005,05_31_31_21_43_32,HistoryOfEarth,PiacenzianICS2005,2005,
Gelasian,inScheme,Age,2.588,unspecified,1.806,unspecified,ICS2005,05_31_31_21_43_31,HistoryOfEarth,GelasianICS2005,2005,
Pleistocene,inScheme,Epoch,1.806,unspecified,0.0118,unspecified,ICS2005,05_41_31_21_42,HistoryOfEarth,PleistoceneICS2005,2005,
LowerPleistocene,inScheme,Age,1.806,unspecified,0.781,unspecified,ICS2005,05_41_31_21_42_33,HistoryOfEarth,LowerPleistoceneICS2005,2005,
MiddlePleistocene,inScheme,Age,0.781,unspecified,0.126,unspecified,ICS2005,05_41_31_21_42_32,HistoryOfEarth,MiddlePleistoceneICS2005,2005,
UpperPleistocene,inScheme,Age,0.126,unspecified,0.0118,unspecified,ICS2005,05_41_31_21_42_31,HistoryOfEarth,UpperPleistoceneICS2005,2005,
Holocene,inScheme,Epoch,0.0118,unspecified,0,unspecified,ICS2005,05_41_31_21_41,HistoryOfEarth,HoloceneICS2005,2005,
Unnamed,inScheme,Age,0.0118,unspecified,0,unspecified,ICS2005,05_41_31_21_41_11,HistoryOfEarth,UnnamedICS2005,2005,
Quaternary,inScheme,Period,unspecified,unspecified,0,unspecified,ICS2005,05_41_31_21_(1305),HistoryOfEarth,QuaternaryICS2005,2005,
Precambrian,inScheme,Super-Eon,unspecified,unspecified,542,1,ICS2007,05_(22),HistoryOfEarth,PrecambrianICS2007,2007,
Phanerozoic,inScheme,Eon,542,1,0,0,ICS2007,05_31,HistoryOfEarth,PhanerozoicICS2007,2007,
Archean,inScheme,Eon,unspecified,unspecified,2500,0,ICS2007,05_33,HistoryOfEarth,ArcheanICS2007,2007,
Eoarchean,inScheme,Era,unspecified,unspecified,3600,unspecified,ICS2007,05_33_44,HistoryOfEarth,EoarcheanICS2007,2007,
Paleoarchean,inScheme,Era,3600,unspecified,3200,unspecified,ICS2007,05_33_43,HistoryOfEarth,PaleoarcheanICS2007,2007,
Mesoarchean,inScheme,Era,3200,unspecified,2800,unspecified,ICS2007,05_33_42,HistoryOfEarth,MesoarcheanICS2007,2007,
Neoarchean,inScheme,Era,2800,unspecified,2500,unspecified,ICS2007,05_33_41,HistoryOfEarth,NeoarcheanICS2007,2007,
Proterozoic,inScheme,Eon,2500,unspecified,542,1,ICS2007,05_32,HistoryOfEarth,ProterozoicICS2007,2007,
Paleoproterozoic,inScheme,Era,2500,unspecified,1600,unspecified,ICS2007,05_32_33,HistoryOfEarth,PaleoproterozoicICS2007,2007,
Siderian,inScheme,Period,2500,unspecified,2300,unspecified,ICS2007,05_32_33_44,HistoryOfEarth,SiderianICS2007,2007,
Rhyacian,inScheme,Period,2300,unspecified,2050,unspecified,ICS2007,05_32_33_43,HistoryOfEarth,RhyacianICS2007,2007,
Orosirian,inScheme,Period,2050,unspecified,1800,unspecified,ICS2007,05_32_33_42,HistoryOfEarth,OrosirianICS2007,2007,
Statherian,inScheme,Period,1800,unspecified,1600,unspecified,ICS2007,05_32_33_41,HistoryOfEarth,StatherianICS2007,2007,
Mesoproterozoic,inScheme,Era,1600,unspecified,1000,unspecified,ICS2007,05_32_32,HistoryOfEarth,MesoproterozoicICS2007,2007,
Calymmian,inScheme,Period,1600,unspecified,1400,unspecified,ICS2007,05_32_32_33,HistoryOfEarth,CalymmianICS2007,2007,
Ectasian,inScheme,Period,1400,unspecified,1200,unspecified,ICS2007,05_32_32_32,HistoryOfEarth,EctasianICS2007,2007,
Stenian,inScheme,Period,1200,unspecified,1000,unspecified,ICS2007,05_32_32_31,HistoryOfEarth,StenianICS2007,2007,
Neoproterozoic,inScheme,Era,1000,unspecified,542,1,ICS2007,05_32_31,HistoryOfEarth,NeoproterozoicICS2007,2007,
Tonian,inScheme,Period,1000,unspecified,850,unspecified,ICS2007,05_32_31_33,HistoryOfEarth,TonianICS2007,2007,
Cryogenian,inScheme,Period,850,unspecified,~630,unspecified,ICS2007,05_32_31_32,HistoryOfEarth,CryogenianICS2007,2007,
Ediacaran,inScheme,Period,630,unspecified,542,1,ICS2007,05_32_31_31,HistoryOfEarth,EdiacaranICS2007,2007,
Paleozoic,inScheme,Era,542,1,251,0.4,ICS2007,05_31_33,HistoryOfEarth,PaleozoicICS2007,2007,
Cambrian,inScheme,Period,542,1,488.3,1.7,ICS2007,05_31_33_66,HistoryOfEarth,CambrianICS2007,2007,
Terreneuvian,inScheme,Epoch,542,1,~521.0*,unspecified,ICS2007,05_31_33_66_44,HistoryOfEarth,TerreneuvianICS2007,2007,
Fortunian,inScheme,Age,542,1,~534.6*,unspecified,ICS2007,05_31_33_66_44_22,HistoryOfEarth,FortunianICS2007,2007,
CambrianStage2,inScheme,Age,~534.6*,unspecified,~521.0*,unspecified,ICS2007,05_31_33_66_44_21,HistoryOfEarth,CambrianStage2ICS2007,2007,
